,selected_image_indices,value,selected_image_names,selected_images
456,2145,0.037158135,Normal-1211.png,"[[105  75  47 ...   5   0   0]
 [ 51  21   7 ...   9   4   0]
 [ 40  11   0 ...  15   8   2]
 ...
 [ 23   4   0 ...   0   0   0]
 [ 23   4   0 ...   0   0   0]
 [ 23   4   0 ...   0   0   0]]"
457,5099,0.037154898,COVID-2608.png,"[[231 230 230 ... 117 145 176]
 [234 236 236 ... 103 112 132]
 [239 239 239 ...  99 103 111]
 ...
 [232 233 235 ...  92  86  77]
 [234 236 237 ...  95  91  80]
 [237 237 240 ... 100  93  84]]"
458,4370,0.037143737,COVID-8.png,"[[238 195 186 ...  70  71  74]
 [238 195 186 ...  66  67  70]
 [238 196 187 ...  65  66  71]
 ...
 [224 151 140 ... 123 121 123]
 [225 154 142 ... 127 125 125]
 [228 170 164 ... 148 145 145]]"
459,2925,0.037126224,Normal-5369.png,"[[ 27  18  14 ...  14  16  14]
 [ 26  17  14 ...  14  15  12]
 [ 25  17  14 ...  14  15  12]
 ...
 [  4   6  10 ... 183 208 195]
 [ 20  28  37 ... 183 208 194]
 [ 55  69  83 ... 186 210 194]]"
460,7064,0.03710133,Lung_Opacity-2974.png,"[[111 123 125 ...  52  52  48]
 [126 141 145 ...  50  51  48]
 [129 145 149 ...  45  46  43]
 ...
 [199 223 228 ... 204 200 178]
 [195 218 222 ... 201 196 176]
 [169 188 192 ... 177 172 154]]"
461,7522,0.037098072,Lung_Opacity-3215.png,"[[47 39 38 ... 50 53 55]
 [40 42 44 ... 53 52 48]
 [37 43 45 ... 52 51 46]
 ...
 [38 42 44 ... 43 42 37]
 [37 40 40 ... 40 39 34]
 [32 34 34 ... 34 32 29]]"
462,3010,0.037074596,COVID-1185.png,"[[ 0  1  3 ...  2  0  0]
 [ 0  1  3 ...  2  0  0]
 [ 0  1  3 ...  2  0  0]
 ...
 [ 0  0  0 ... 15  4  4]
 [ 0  0  0 ...  5  1  2]
 [ 0  0  0 ...  4  2  6]]"
463,479,0.037071235,Normal-688.png,"[[43 53 59 ...  0  0  0]
 [42 52 58 ...  0  0  0]
 [43 53 58 ...  0  0  0]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]"
464,2868,0.037033003,Normal-9178.png,"[[41 34 29 ... 36 38 41]
 [40 33 28 ... 26 28 32]
 [40 33 28 ... 22 23 28]
 ...
 [34 32 33 ... 44 55 70]
 [37 36 36 ... 44 55 71]
 [40 40 40 ... 46 56 71]]"
465,1699,0.037020247,Normal-9438.png,"[[  3  14  14 ...  23  23  24]
 [  2  28  27 ...  43  43  43]
 [  2  28  32 ...  44  44  45]
 ...
 [  2  86 120 ...  43  43  43]
 [  3  89 123 ...  42  43  42]
 [  2  23  32 ...  12  12  12]]"
466,909,0.036997225,Normal-426.png,"[[  0   0   0 ... 175 214 247]
 [  0   0   0 ... 172 212 245]
 [  0   0   0 ... 171 210 247]
 ...
 [  0   0   0 ...  28  57  83]
 [  0   0   0 ...  38  66  91]
 [  1   1   1 ...  47  75  98]]"
467,2220,0.036962066,Normal-7058.png,"[[  0   0   0 ...  14  15  16]
 [  0   0   0 ...  16  16  17]
 [  0   0   0 ...  16  16  16]
 ...
 [  0   0   0 ... 222 222 220]
 [  0   0   0 ... 216 215 215]
 [  0   0   0 ... 158 157 157]]"
468,4934,0.036955588,COVID-312.png,"[[252 230 227 ... 225 233 241]
 [223 167 129 ... 110 121 130]
 [217 130  62 ...  33  45  56]
 ...
 [252 247 245 ... 224 223 222]
 [255 255 255 ... 255 255 255]
 [252 254 255 ... 255 254 253]]"
469,2280,0.036939595,Normal-1252.png,"[[ 52 106 123 ...   0   0   0]
 [ 45  88 120 ...   0   0   0]
 [ 43  69 113 ...   0   0   0]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]"
470,544,0.036935814,Normal-9057.png,"[[1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]]"
471,4331,0.03692902,COVID-1221.png,"[[ 16  15  14 ...  13   9   5]
 [ 16  15  14 ...  15  11   7]
 [ 16  15  14 ...  16  12   8]
 ...
 [125 128 145 ... 157 142 129]
 [119 122 139 ... 154 139 126]
 [113 116 133 ... 153 137 124]]"
472,3340,0.03691641,COVID-3124.png,"[[ 59  59  62 ...  17  18  25]
 [ 61  60  62 ...  15  16  23]
 [ 63  63  67 ...  14  14  22]
 ...
 [  8   1   0 ... 192 194 198]
 [  8   1   0 ... 192 193 198]
 [  8   1   0 ... 193 193 196]]"
473,8976,0.036912404,Lung_Opacity-589.png,"[[18 28 30 ...  8  8  9]
 [15 23 25 ...  8  8  9]
 [12 17 18 ...  8  8  9]
 ...
 [27 44 47 ... 12 19 22]
 [28 44 47 ... 10 17 19]
 [21 30 32 ...  7 11 12]]"
474,5605,0.036907915,COVID-3384.png,"[[ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 ...
 [ 1 17 21 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]"
475,6866,0.036847726,Lung_Opacity-4572.png,"[[ 77  85  91 ...   7   9  11]
 [ 90  98 102 ...   8   9  11]
 [ 94 102 104 ...   7   8  10]
 ...
 [133 150 154 ... 103 109 104]
 [130 145 150 ... 105 111 105]
 [112 126 130 ...  93  95  90]]"
476,8673,0.036832232,Lung_Opacity-2978.png,"[[213 208 205 ...  18  17  11]
 [208 203 200 ...  18  17  11]
 [201 197 194 ...  18  17  11]
 ...
 [232 229 225 ...  20  19  14]
 [235 233 229 ...  24  24  18]
 [238 236 233 ...  30  30  24]]"
477,7743,0.036827747,Lung_Opacity-5472.png,"[[184 205 209 ...  71  61  51]
 [211 235 238 ...  91  86  72]
 [215 240 243 ...  80  79  72]
 ...
 [203 225 228 ...  40  39  36]
 [198 221 224 ...  39  38  34]
 [174 194 196 ...  33  32  28]]"
478,6190,0.03681113,Lung_Opacity-1895.png,"[[  4   7   7 ...  10  10  10]
 [  5   8   8 ...  11  11  11]
 [  4   7   8 ...  11  11  11]
 ...
 [ 61 107 113 ... 106 110 112]
 [ 58 100 106 ... 101 104 105]
 [ 38  67  70 ...  68  70  71]]"
479,1945,0.036804058,Normal-5996.png,"[[173 167 164 ...  89  90  81]
 [164 160 155 ...  19  20  18]
 [156 150 128 ...   0   0   0]
 ...
 [229 218 204 ...   0   0   0]
 [230 219 206 ...   1   0   0]
 [231 220 208 ...   3   0   0]]"
480,4834,0.036782958,COVID-604.png,"[[ 3  3  2 ...  1  2  1]
 [ 3  3  2 ...  2  2  2]
 [ 3  3  2 ...  1  2  2]
 ...
 [73 74 75 ... 54 51 48]
 [73 74 75 ... 51 49 47]
 [73 73 74 ... 45 46 45]]"
481,2532,0.036769923,Normal-165.png,"[[ 66  65  61 ...  82  81  82]
 [ 71  70  66 ...  81  82  90]
 [ 73  72  71 ...  84  92 108]
 ...
 [  7   7   6 ...   0   0   0]
 [  7   7   6 ...   0   0   0]
 [  6   6   7 ...   0   0   0]]"
482,7231,0.036758523,Lung_Opacity-1766.png,"[[  6   9  10 ... 146 168 180]
 [  6  10  11 ... 124 154 176]
 [  6   9  10 ...  87 114 140]
 ...
 [  1   3   3 ... 164 161 158]
 [  2   3   3 ... 159 155 153]
 [  2   4   4 ... 111 108 107]]"
483,4617,0.03674842,COVID-1210.png,"[[34  6  0 ...  0  6 34]
 [34  6  0 ...  0  6 34]
 [34  6  0 ...  0  6 34]
 ...
 [34  6  0 ...  0  6 34]
 [34  6  0 ...  0  6 34]
 [34  6  0 ...  0  6 34]]"
484,5135,0.03671082,COVID-1252.png,"[[200 219 238 ... 169 194 215]
 [200 220 239 ... 170 196 218]
 [199 219 240 ... 169 198 220]
 ...
 [202 223 244 ...  55 117 170]
 [200 221 243 ...  54 116 169]
 [198 219 240 ...  53 115 168]]"
485,3754,0.036705635,COVID-2518.png,"[[ 1  2  1 ...  1  1  1]
 [ 1  0  1 ...  0  0  1]
 [ 3  2  2 ...  1  0  1]
 ...
 [13 11 11 ...  1  1  1]
 [ 0  0  0 ...  1  1  1]
 [ 2  1  1 ...  1  2  4]]"
486,5164,0.036688965,COVID-371.png,"[[ 23  22  22 ...  29  29  30]
 [ 22  22  22 ...  32  32  32]
 [ 21  21  21 ...  33  33  33]
 ...
 [128 147 150 ...  32  52  56]
 [130 146 148 ...  27  44  57]
 [120 131 132 ...  22  33  52]]"
487,8076,0.036684874,Lung_Opacity-4826.png,"[[251 250 248 ... 255 251 229]
 [243 240 238 ... 250 248 228]
 [234 232 229 ... 244 243 227]
 ...
 [ 22  21  21 ...  22  26  28]
 [ 22  21  21 ...  22  26  28]
 [ 22  21  21 ...  22  26  28]]"
488,428,0.036681987,Normal-2338.png,"[[  0   0   0 ...   0   6  24]
 [  0   0   0 ...   0   4  17]
 [  0   0   0 ...   0   3  12]
 ...
 [  0   0   0 ... 106 116 120]
 [  0   0   0 ... 116 123 127]
 [  0   0   0 ... 127 134 134]]"
489,4792,0.036673617,COVID-3476.png,"[[255 218  97 ... 244 241 157]
 [255 135  36 ... 215 235 159]
 [245  88  15 ... 177 223 156]
 ...
 [254 251 237 ...   0   7  43]
 [254 251 252 ...   0  10  57]
 [252 255 232 ...   0  18  93]]"
490,8882,0.036654647,Lung_Opacity-1220.png,"[[ 11  12  11 ... 173 171 153]
 [ 12  14  13 ... 198 196 176]
 [ 12  14  14 ... 204 202 182]
 ...
 [191 207 208 ... 216 214 195]
 [183 202 204 ... 212 210 191]
 [157 176 179 ... 186 184 168]]"
491,5317,0.036646575,COVID-476.png,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
492,6232,0.036638383,Lung_Opacity-2707.png,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
493,4218,0.03663068,COVID-201.png,"[[193 188 181 ... 151 148 146]
 [193 186 176 ... 134 133 131]
 [183 174 160 ... 112 112 111]
 ...
 [ 79  79  78 ...  73  67  64]
 [ 77  78  78 ...  72  67  64]
 [ 77  77  77 ...  71  66  63]]"
494,5663,0.036617775,COVID-2876.png,"[[221 249 255 ... 255 249 221]
 [223 250 246 ... 254 250 221]
 [214 222 216 ... 232 235 224]
 ...
 [ 86  86  69 ...   3  24  82]
 [ 84  83  65 ...   4  29  98]
 [ 82  81  61 ...   6  45 146]]"
495,6525,0.03660117,Lung_Opacity-4323.png,"[[170 186 186 ...  79  81  73]
 [192 212 214 ...  95  94  84]
 [195 217 219 ... 100 100  86]
 ...
 [105 111 111 ...  12  17  15]
 [102 110 110 ...   6   8   6]
 [ 88  95  94 ...   3   5   6]]"
496,4996,0.036596455,COVID-1090.png,"[[ 28  28  28 ...  22  51 108]
 [ 28  28  28 ...  22  51 108]
 [ 28  28  28 ...  22  51 108]
 ...
 [  8   9  14 ...  10  34  86]
 [ 55  57  63 ...  58  80 129]
 [144 149 151 ... 151 169 216]]"
497,3381,0.0365901,COVID-1060.png,"[[ 1  3  5 ... 13 12 11]
 [ 1  2  4 ... 13 12 11]
 [ 1  2  4 ... 13 12 11]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]"
498,3764,0.036570303,COVID-1473.png,"[[144 146 147 ... 151 156 165]
 [145 149 149 ... 178 186 193]
 [150 148 149 ... 197 202 203]
 ...
 [150 156 162 ... 146 135 133]
 [151 156 161 ... 147 136 134]
 [148 153 160 ... 149 137 131]]"
499,1159,0.036557566,Normal-112.png,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
500,7103,0.03654922,Lung_Opacity-3619.png,"[[ 4  3  4 ... 15 13 12]
 [ 6  4  4 ... 15 15 14]
 [ 4  4  4 ... 13 15 14]
 ...
 [64 74 37 ... 10 10  9]
 [63 71 34 ... 11 11 10]
 [53 64 31 ...  9  9  8]]"
501,4236,0.0365463,COVID-946.png,"[[238 215 210 ... 213 212 213]
 [179  90  66 ...  69  71  85]
 [152  31   0 ...   5   8  23]
 ...
 [248 238 235 ... 237 234 229]
 [249 246 245 ... 245 242 240]
 [231 232 232 ... 232 231 232]]"
502,7125,0.03652709,Lung_Opacity-5498.png,"[[ 3  5  4 ... 81  0  0]
 [ 3  5  5 ... 92  0  0]
 [ 3  5  5 ... 94  0  0]
 ...
 [21 41 49 ... 58  0  0]
 [19 38 46 ... 93  0  0]
 [16 29 33 ... 46  0  0]]"
503,749,0.036523458,Normal-602.png,"[[193 245 255 ...  50  50  47]
 [193 245 255 ...  29  30  28]
 [191 245 255 ...  10  10   8]
 ...
 [  0   0   0 ...   3   0   0]
 [  0   0   0 ...   4   0   0]
 [  0   0   0 ...   3   0   0]]"
504,4903,0.03650687,COVID-1713.png,"[[  0   0   0 ... 112 114 118]
 [  0   0   0 ...  61  63  66]
 [  0   0   0 ...  19  20  22]
 ...
 [  5   7  11 ...  74  63  48]
 [  4   7  12 ...  70  61  50]
 [  3   6   9 ...  68  57  47]]"
505,5491,0.03650482,COVID-3265.png,"[[195 192 189 ... 148 156 171]
 [155 147 143 ... 116 131 151]
 [120 109 100 ...  98 118 144]
 ...
 [ 87  59  42 ... 190 149 193]
 [118  92  72 ... 134 132 184]
 [158 142 129 ... 207 208 209]]"
506,5523,0.036489513,COVID-1391.png,"[[34 33 34 ... 51 53 56]
 [33 33 33 ... 50 52 57]
 [34 32 32 ... 48 51 57]
 ...
 [34 38 39 ... 54 56 59]
 [34 37 38 ... 53 55 60]
 [33 35 36 ... 53 54 58]]"
507,4596,0.036465216,COVID-1482.png,"[[133 130 129 ... 172 174 185]
 [128 127 129 ... 175 177 186]
 [127 126 129 ... 172 176 185]
 ...
 [178 184 180 ... 169 163 149]
 [174 180 179 ... 174 168 157]
 [173 184 181 ... 178 176 168]]"
508,3844,0.036458764,COVID-506.png,"[[  0   0   0 ...  10   7   6]
 [  0   0   0 ...   2   1   1]
 [  0   0   0 ...   0   0   0]
 ...
 [169 169 167 ... 199 197 191]
 [171 172 170 ... 201 199 195]
 [176 177 175 ... 204 202 199]]"
509,7063,0.036448028,Lung_Opacity-2812.png,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
510,2678,0.03642942,Normal-1144.png,"[[26 34 42 ...  0  0  0]
 [30 37 42 ...  0  0  0]
 [32 39 43 ...  0  0  0]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]"
511,6282,0.036424052,Lung_Opacity-836.png,"[[  0   0   0 ...   0   0   0]
 [ 31  50  51 ...   3   3   3]
 [ 77 126 127 ...   8   8   8]
 ...
 [121  71  32 ...  14  12  13]
 [113  61  28 ...  13  12  12]
 [ 61  35  18 ...  10   9   8]]"
512,6204,0.03640225,Lung_Opacity-2410.png,"[[ 15  17  17 ...  13  12   9]
 [ 17  18  18 ...  15  14   9]
 [ 16  17  18 ...  14  13   9]
 ...
 [156 177 183 ... 104 102  67]
 [151 171 176 ... 102 101  67]
 [111 125 129 ...  75  73  48]]"
513,3191,0.03637574,COVID-3385.png,"[[25 20 20 ... 32 37 52]
 [31 22 19 ... 32 39 56]
 [34 26 20 ... 31 42 57]
 ...
 [13 15 10 ... 19 25 33]
 [17 18 13 ... 21 27 33]
 [17 20 21 ... 25 29 36]]"
514,4248,0.03636309,COVID-3074.png,"[[ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 ...
 [ 0  0 33 ...  0  0  0]
 [ 0  0 32 ...  0  0  0]
 [ 0  0 30 ...  0  0  0]]"
515,4718,0.036355637,COVID-446.png,"[[ 71  40  20 ...  26  54 106]
 [ 55  25   8 ...  10  37  89]
 [ 49  19   2 ...   6  32  84]
 ...
 [253 253 253 ...  79  97 143]
 [253 253 253 ...  81 100 146]
 [253 253 253 ...  87 105 151]]"
516,6379,0.03633823,Lung_Opacity-4190.png,"[[245 237 234 ... 243 242 244]
 [238 236 234 ... 240 240 240]
 [235 235 234 ... 238 238 237]
 ...
 [236 235 235 ... 237 237 238]
 [236 236 235 ... 237 238 238]
 [237 237 236 ... 238 239 239]]"
517,6467,0.036328014,Lung_Opacity-597.png,"[[165  86  59 ... 121 123 147]
 [ 79  62  58 ... 108 108 111]
 [ 54  57  59 ... 108 107 106]
 ...
 [151 157 162 ... 130 127 127]
 [152 158 162 ... 130 128 128]
 [153 159 163 ... 131 129 128]]"
518,4461,0.03631209,COVID-584.png,"[[ 36  37  39 ...  59  58  57]
 [ 33  35  39 ...  60  59  58]
 [ 28  32  37 ...  63  62  61]
 ...
 [ 16  16  16 ...  77  76  79]
 [ 32  32  32 ...  85  85  88]
 [ 58  58  58 ... 102 104 107]]"
519,6262,0.036297217,Lung_Opacity-3166.png,"[[233 230 226 ... 239 239 224]
 [208 194 185 ... 229 230 218]
 [144 122 105 ... 217 218 207]
 ...
 [ 14  13  13 ...  15  23  33]
 [ 14  14  14 ...  14  22  35]
 [ 14  14  14 ...  14  22  35]]"
520,2850,0.036291666,Normal-434.png,"[[18 32 40 ... 25 34 41]
 [21 31 38 ... 25 35 42]
 [17 30 39 ... 25 36 45]
 ...
 [ 2  2  2 ...  2  3  7]
 [ 3  3  2 ...  3  4  7]
 [ 4  3  3 ...  3  4  7]]"
521,8719,0.036291372,Lung_Opacity-1964.png,"[[ 4  7  9 ...  0  0  0]
 [ 6 13 15 ...  0  0  0]
 [ 9 17 17 ...  0  0  0]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]"
522,5471,0.036276914,COVID-649.png,"[[142  85  33 ...   0   0   0]
 [149  86  30 ...   0   0   0]
 [153  86  28 ...   0   0   0]
 ...
 [149  87  29 ...   4   3   3]
 [147  91  41 ...  23  21  23]
 [154 104  61 ...  54  54  56]]"
523,1538,0.036270894,Normal-6293.png,"[[  6   4   4 ...   2  34 128]
 [  4   3   3 ...   2   7  24]
 [  3   3   3 ...   1   1   0]
 ...
 [161 162 165 ... 181 191 195]
 [161 162 164 ... 188 194 198]
 [159 161 162 ... 194 198 200]]"
524,4823,0.03624701,COVID-1450.png,"[[102 127 148 ... 119 119 118]
 [ 91 105 124 ... 118 118 120]
 [ 88  99 107 ... 120 117 116]
 ...
 [164 169 169 ... 189 190 191]
 [165 168 164 ... 187 192 190]
 [163 174 173 ... 185 190 185]]"
525,7490,0.036226347,Lung_Opacity-5298.png,"[[  1   2   2 ...   2   2   3]
 [  2   3   2 ...   3   3   3]
 [  2   2   2 ...   3   3   2]
 ...
 [137 152 155 ...  65  49  35]
 [134 149 151 ...  63  48  34]
 [116 130 131 ...  54  42  29]]"
526,1727,0.036224302,Normal-3195.png,"[[30 35 36 ... 62 73 74]
 [33 39 40 ... 68 79 79]
 [34 40 41 ... 67 78 79]
 ...
 [35 44 43 ... 70 83 86]
 [42 49 47 ... 73 87 90]
 [42 47 49 ... 69 82 85]]"
527,6640,0.036206216,Lung_Opacity-1971.png,"[[209 205 199 ... 184 185 175]
 [200 193 184 ... 171 174 164]
 [184 156 131 ... 158 161 152]
 ...
 [ 13  12  12 ...  13  12   8]
 [ 13  13  12 ...  13  12   8]
 [ 13  13  12 ...  13  12   8]]"
528,528,0.036201127,Normal-9426.png,"[[ 65  43  25 ...  81  83  87]
 [ 63  41  24 ...  41  43  48]
 [ 62  40  23 ...  16  17  20]
 ...
 [150 151 154 ... 187 190 193]
 [149 152 155 ... 187 189 193]
 [148 152 156 ... 187 190 192]]"
529,5821,0.036163703,COVID-2967.png,"[[ 12   3   2 ...   2   1  10]
 [ 11   2   0 ...   2   1  10]
 [ 11   2   0 ...   2   1  10]
 ...
 [140 137 140 ... 175 167 114]
 [142 138 141 ... 181 161 109]
 [144 140 140 ... 180 153 109]]"
530,694,0.036147773,Normal-254.png,"[[ 8  9 16 ...  0  0  0]
 [ 8  9 16 ...  0  0  0]
 [ 8 10 17 ...  0  0  0]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]"
531,6651,0.036145307,Lung_Opacity-3502.png,"[[ 13  14  13 ...  11  11   9]
 [ 15  16  15 ...  12  12  11]
 [ 14  15  15 ...  12  12  11]
 ...
 [172 194 198 ... 162 169 161]
 [167 188 192 ... 158 165 157]
 [143 161 166 ... 137 142 136]]"
532,1240,0.036136482,Normal-8549.png,"[[ 0  3  4 ...  3 16 42]
 [ 0  2  2 ...  0  5 18]
 [ 0  2  2 ...  0  1  7]
 ...
 [10 26 44 ...  0  4 25]
 [12 26 48 ...  0  5 28]
 [16 32 55 ...  0  8 30]]"
533,4439,0.036136188,COVID-2837.png,"[[ 30   5   0 ...   0  32 129]
 [ 30   5   0 ...   0  30 124]
 [ 30   5   0 ...   0  29 122]
 ...
 [253 253 253 ... 255 255 255]
 [254 254 253 ... 255 255 255]
 [254 255 255 ... 255 255 255]]"
534,7674,0.03611491,Lung_Opacity-5939.png,"[[ 5  8  9 ...  2  3  2]
 [ 5  7 13 ...  3  3  3]
 [ 5  7 11 ...  4  4  3]
 ...
 [19 28 36 ...  4  4  7]
 [20 29 37 ...  4  5  8]
 [20 27 34 ...  3  6  8]]"
535,3643,0.036112778,COVID-567.png,"[[135 124 122 ...  93  93  93]
 [135 125 123 ...  94  94  94]
 [137 125 123 ...  94  94  95]
 ...
 [237 238 242 ... 150 145 143]
 [237 238 243 ... 150 145 143]
 [237 239 244 ... 150 146 143]]"
536,7726,0.03609431,Lung_Opacity-2129.png,"[[107 114 113 ... 190 188 168]
 [119 130 129 ... 218 215 192]
 [119 131 131 ... 223 219 197]
 ...
 [ 12  17  22 ... 210 205 182]
 [  9  13  17 ... 206 201 178]
 [  8  10  13 ... 180 175 156]]"
537,2349,0.036062885,Normal-1051.png,"[[125 121 119 ...  66  72  83]
 [129 125 122 ...  75  79  89]
 [136 130 125 ...  81  86  99]
 ...
 [  0   1  11 ...   0   0   0]
 [  0   0   7 ...   0   0   0]
 [  0   0   5 ...   0   0   0]]"
538,7678,0.036060404,Lung_Opacity-545.png,"[[  4   4   4 ... 100  78  57]
 [  4   4   4 ... 115 100  76]
 [  4   4   4 ... 112 107  86]
 ...
 [ 14  14  13 ... 198 194 171]
 [ 14  13  12 ... 194 191 169]
 [ 11  11  10 ... 168 164 145]]"
539,4623,0.03605796,COVID-1246.png,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [213 213 213 ... 212 212 212]
 ...
 [254 251 251 ... 255 255 255]
 [254 251 251 ... 255 255 255]
 [255 252 252 ... 255 255 255]]"
540,8637,0.03605257,Lung_Opacity-5000.png,"[[  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 ...
 [  7  12  13 ...   8  29 104]
 [  8  11  12 ...   8  27  97]
 [  6   9   8 ...   7  16  53]]"
541,3946,0.036043495,COVID-3306.png,"[[ 0  0  0 ... 28  6  2]
 [ 0  0  0 ... 32 28  0]
 [ 0  0  0 ... 33  9  1]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]"
542,6426,0.03602283,Lung_Opacity-854.png,"[[  6  10  11 ...   4   4   4]
 [  7  12  13 ...   4   3   5]
 [  7  11  12 ...   3   2   4]
 ...
 [ 79 122 118 ...  12  12  12]
 [ 76 115 112 ...  11  11  11]
 [ 48  75  75 ...   8   8   8]]"
543,8373,0.036016405,Lung_Opacity-2102.png,"[[  3   5   6 ...   3   3   4]
 [  3   6   5 ...   4   3   4]
 [  3   5   5 ...   5   4   3]
 ...
 [ 19  33  35 ... 125 119 114]
 [ 17  30  34 ... 116 111 107]
 [ 12  22  25 ...  79  76  74]]"
544,4687,0.036008537,COVID-947.png,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
545,830,0.035974395,Normal-547.png,"[[193 245 255 ... 255 255 255]
 [193 245 255 ... 255 255 255]
 [193 245 255 ... 253 251 244]
 ...
 [ 45  56  58 ... 160 161 161]
 [ 61  79  85 ... 199 200 199]
 [ 82 106 113 ... 237 238 238]]"
546,3292,0.035963617,COVID-1136.png,"[[ 80  79  79 ...  75  75  75]
 [ 91  90  90 ...  85  86  86]
 [ 92  92  92 ...  87  87  87]
 ...
 [183 193 203 ... 173 170 169]
 [181 194 203 ... 170 170 168]
 [185 195 202 ... 169 170 168]]"
547,2794,0.035950452,Normal-9507.png,"[[203 200 187 ...   7   6   4]
 [198 183 146 ...   7   6   4]
 [181 145  96 ...   7   6   4]
 ...
 [191 142  84 ...   7   7   4]
 [195 144  86 ...   8   8   5]
 [198 147  88 ...  10  10   6]]"
548,2628,0.03594766,Normal-1209.png,"[[29 40 48 ... 82 83 83]
 [28 37 46 ... 82 83 81]
 [26 37 46 ... 81 82 80]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]"
549,7511,0.035946965,Lung_Opacity-521.png,"[[ 62  57  50 ...  19  20  17]
 [ 90  73  56 ...  21  21  17]
 [107  98  73 ...  20  20  17]
 ...
 [ 56  60  59 ...  36  36  31]
 [ 56  61  61 ...  35  35  30]
 [ 51  57  58 ...  30  31  26]]"
550,1394,0.035935733,Normal-942.png,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 1 0 0]
 ...
 [4 5 5 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
551,7478,0.035926666,Lung_Opacity-3658.png,"[[  2   2   1 ...   2   2   1]
 [  2   2   1 ...   2   2   2]
 [  1   1   1 ...   2   2   2]
 ...
 [140 158 162 ...   5   5   4]
 [138 155 158 ...   5   5   5]
 [120 135 138 ...   4   5   4]]"
552,3918,0.035916265,COVID-1694.png,"[[214 190 159 ...  88  92  91]
 [214 189 157 ...  87  88  89]
 [214 190 159 ...  82  84  91]
 ...
 [  0  93 208 ... 170 166 163]
 [  0  93 209 ... 174 171 164]
 [  0  92 208 ... 179 173 164]]"
553,737,0.035912745,Normal-145.png,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
554,4715,0.0358992,COVID-1040.png,"[[  1   1   1 ...  11  28  62]
 [  1   1   2 ...  11  27  61]
 [  1   1   2 ...  13  31  64]
 ...
 [141 146 150 ... 182 180 183]
 [137 142 146 ... 185 185 186]
 [133 136 140 ... 189 189 185]]"
