,selected_image_indices,value,selected_image_names,selected_images,selected_image_classes
70,1502,0.049920436,c3aa424eff9a.png,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Normal
71,3088,0.049598858,cb75210abebe.png,"[[[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [3 1 2]
  [3 1 2]
  [3 1 2]]

 [[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [3 1 2]
  [3 1 2]
  [3 1 2]]

 [[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [3 1 2]
  [3 1 2]
  [3 1 2]]

 ...

 [[3 1 2]
  [2 1 1]
  [2 2 2]
  ...
  [2 0 1]
  [1 0 1]
  [1 1 1]]

 [[3 1 2]
  [2 1 1]
  [1 1 1]
  ...
  [3 1 2]
  [2 1 2]
  [2 2 2]]

 [[1 1 1]
  [1 1 1]
  [2 2 2]
  ...
  [1 1 1]
  [2 2 2]
  [1 1 1]]]",Mild
72,3325,0.049449433,8201cab8322d.png,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 1 1]
  [0 1 0]
  [0 0 1]
  ...
  [4 0 1]
  [1 0 4]
  [0 2 0]]

 [[0 0 5]
  [2 0 0]
  [3 0 0]
  ...
  [3 0 1]
  [0 0 2]
  [0 1 1]]

 [[0 0 7]
  [4 0 0]
  [3 0 0]
  ...
  [3 0 0]
  [0 1 2]
  [1 0 5]]]",Severe
73,845,0.04908985,7f0ffeb0a333.png,"[[[ 9  8 13]
  [ 9  8 13]
  [ 9  8 13]
  ...
  [10  8 14]
  [10  8 14]
  [ 9  8 13]]

 [[ 9  8 13]
  [ 9  8 13]
  [ 9  8 13]
  ...
  [10  8 14]
  [ 9  8 13]
  [ 9  8 14]]

 [[10  8 13]
  [ 9  8 13]
  [ 9  8 14]
  ...
  [10  8 14]
  [ 9  8 13]
  [ 9  8 14]]

 ...

 [[ 9  8 14]
  [ 9  8 14]
  [10  8 14]
  ...
  [ 9  8 14]
  [10  8 14]
  [10  8 14]]

 [[ 9  8 13]
  [ 9  8 14]
  [10  8 13]
  ...
  [ 9  8 14]
  [ 9  8 14]
  [10  8 14]]

 [[ 9  8 13]
  [ 9  8 14]
  [ 9  8 13]
  ...
  [10  8 13]
  [10  8 14]
  [ 9  8 13]]]",Normal
74,3228,0.04890629,5b3e7197ac1c.png,"[[[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [3 1 2]
  [2 2 2]
  [2 2 2]]

 [[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [3 1 2]
  [2 2 2]
  [2 2 2]]

 [[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [3 1 2]
  [2 2 2]
  [2 2 2]]

 ...

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [2 2 2]
  [3 1 2]
  [3 1 2]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [2 2 2]
  [3 1 2]
  [3 1 2]]

 [[3 1 2]
  [3 1 2]
  [2 2 2]
  ...
  [3 1 2]
  [2 2 2]
  [2 2 2]]]",Severe
75,380,0.048761748,934104859e68.png,"[[[1 1 0]
  [1 1 0]
  [1 1 0]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 0]
  [1 1 0]
  [1 1 0]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 0]
  [1 1 0]
  [1 1 0]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 ...

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [2 2 2]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[0 0 0]
  [0 0 0]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [0 0 0]]]",Normal
76,2155,0.048472714,453a1e2754b2.png,"[[[2 0 1]
  [1 0 0]
  [1 0 0]
  ...
  [3 2 0]
  [2 1 0]
  [1 0 0]]

 [[0 0 0]
  [1 1 1]
  [2 0 1]
  ...
  [2 1 0]
  [1 0 0]
  [1 0 0]]

 [[0 0 0]
  [0 1 0]
  [1 1 1]
  ...
  [1 0 0]
  [2 1 0]
  [2 1 0]]

 ...

 [[0 1 0]
  [0 0 0]
  [0 0 3]
  ...
  [0 0 0]
  [1 1 0]
  [0 0 0]]

 [[1 0 1]
  [0 1 0]
  [0 1 0]
  ...
  [0 0 1]
  [1 0 0]
  [1 0 0]]

 [[4 0 4]
  [1 2 0]
  [0 3 0]
  ...
  [0 0 2]
  [0 0 0]
  [3 0 0]]]",Mild
77,616,0.048286602,e81f4a2fbbdc.png,"[[[71 38 18]
  [71 38 19]
  [71 38 18]
  ...
  [71 39 18]
  [70 38 18]
  [70 36 18]]

 [[ 0  1  6]
  [ 0  0  7]
  [ 0  0  6]
  ...
  [ 0  1  6]
  [ 0  1  6]
  [ 0  1  6]]

 [[ 0  3  7]
  [ 0  3  7]
  [ 0  3  8]
  ...
  [ 0  3  7]
  [ 0  3  8]
  [ 0  3  8]]

 ...

 [[ 6  6  7]
  [ 6  5  8]
  [ 6  6  8]
  ...
  [ 6  5  8]
  [ 6  6  7]
  [ 6  6  7]]

 [[ 6  6  7]
  [ 6  6  7]
  [ 6  6  7]
  ...
  [ 6  5  8]
  [ 6  6  7]
  [ 6  5  8]]

 [[ 6  5  7]
  [ 6  6  7]
  [ 6  6  7]
  ...
  [ 6  6  8]
  [ 6  5  7]
  [ 6  5  8]]]",Normal
78,3479,0.048167516,e037643244b7.png,"[[[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [3 1 2]
  [2 2 2]
  [2 2 2]]

 [[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [3 1 2]
  [2 2 2]
  [2 2 2]]

 [[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [3 1 2]
  [2 2 2]
  [2 2 2]]

 ...

 [[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [2 2 2]
  [2 2 2]
  [2 2 2]]

 [[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [2 2 2]
  [2 2 2]
  [2 2 2]]

 [[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [3 1 2]
  [2 2 2]
  [2 2 2]]]",Severe
79,3519,0.047994807,c3cd0200df79.png,"[[[12  7 13]
  [12  7 13]
  [13  8 14]
  ...
  [13  8 14]
  [13  8 14]
  [13  8 14]]

 [[12  7 13]
  [12  7 13]
  [13  8 14]
  ...
  [14  9 15]
  [13  8 14]
  [13  8 14]]

 [[13  8 14]
  [12  7 13]
  [13  8 14]
  ...
  [13  8 14]
  [13  8 14]
  [13  8 14]]

 ...

 [[13  8 12]
  [13  8 14]
  [13  8 14]
  ...
  [14  9 15]
  [14  9 15]
  [13  9 15]]

 [[13  8 14]
  [13  8 14]
  [13  8 14]
  ...
  [14  9 15]
  [14  9 15]
  [14  9 15]]

 [[12  8 13]
  [12  8 13]
  [12  8 14]
  ...
  [14  9 15]
  [14  9 15]
  [14  9 15]]]",Severe
80,3221,0.04772514,55eb405ec71e.png,"[[[1 1 1]
  [2 0 1]
  [3 1 2]
  ...
  [2 2 2]
  [1 1 1]
  [1 1 1]]

 [[2 2 2]
  [2 1 2]
  [3 1 2]
  ...
  [1 1 1]
  [1 1 1]
  [2 2 2]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [2 2 2]
  [1 1 1]
  [1 1 1]]

 ...

 [[1 1 1]
  [2 2 2]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]]",Severe
81,567,0.047515504,0fbbd665431f.png,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Normal
82,3269,0.047174208,bc34ed91c9bc.png,"[[[2 0 2]
  [2 0 2]
  [3 0 2]
  ...
  [3 1 3]
  [3 1 3]
  [3 0 2]]

 [[2 0 2]
  [2 0 2]
  [2 0 2]
  ...
  [2 0 2]
  [3 0 3]
  [2 0 2]]

 [[2 0 2]
  [2 0 2]
  [3 0 2]
  ...
  [3 0 2]
  [3 0 2]
  [2 0 2]]

 ...

 [[2 0 2]
  [2 0 2]
  [2 0 2]
  ...
  [2 0 2]
  [2 0 2]
  [2 0 2]]

 [[2 0 2]
  [2 0 2]
  [2 0 2]
  ...
  [2 0 2]
  [2 0 2]
  [3 0 2]]

 [[2 0 2]
  [2 0 2]
  [2 0 2]
  ...
  [2 0 2]
  [2 0 2]
  [2 0 2]]]",Severe
83,2578,0.047059644,6c315ad3d07f.png,"[[[2 1 0]
  [2 1 0]
  [3 1 1]
  ...
  [1 0 0]
  [1 1 0]
  [0 0 0]]

 [[2 1 0]
  [1 0 0]
  [1 0 0]
  ...
  [2 1 0]
  [1 1 0]
  [0 0 0]]

 [[1 0 0]
  [1 0 0]
  [0 0 0]
  ...
  [1 1 0]
  [0 0 1]
  [1 1 1]]

 ...

 [[0 1 0]
  [0 0 0]
  [0 3 1]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 1]]

 [[0 1 0]
  [1 0 1]
  [0 2 0]
  ...
  [0 0 1]
  [0 0 0]
  [0 0 0]]

 [[1 1 0]
  [2 0 2]
  [4 0 0]
  ...
  [0 0 2]
  [0 0 0]
  [0 0 0]]]",Mild
84,1030,0.046913795,53c874dbc594.png,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Normal
85,272,0.046789505,a8263d248523.png,"[[[4 4 6]
  [4 4 6]
  [4 3 6]
  ...
  [4 4 7]
  [4 4 6]
  [4 4 6]]

 [[4 4 6]
  [4 3 7]
  [4 4 6]
  ...
  [4 4 6]
  [4 4 6]
  [4 4 7]]

 [[4 4 6]
  [4 4 6]
  [4 4 6]
  ...
  [4 4 6]
  [4 4 6]
  [4 4 6]]

 ...

 [[4 3 7]
  [4 3 7]
  [4 4 7]
  ...
  [5 5 7]
  [5 4 6]
  [4 4 6]]

 [[4 4 7]
  [4 4 7]
  [5 4 7]
  ...
  [4 4 7]
  [4 5 7]
  [4 4 6]]

 [[4 4 7]
  [4 4 6]
  [4 4 6]
  ...
  [5 4 6]
  [5 4 7]
  [4 4 7]]]",Normal
86,3642,0.046705157,46d3316c4857.png,"[[[4 1 3]
  [3 1 3]
  [4 1 4]
  ...
  [3 1 3]
  [3 1 2]
  [3 0 2]]

 [[4 1 3]
  [3 1 2]
  [4 1 3]
  ...
  [4 1 3]
  [3 1 3]
  [3 1 3]]

 [[3 0 2]
  [4 0 2]
  [3 1 3]
  ...
  [3 0 2]
  [2 1 2]
  [3 0 2]]

 ...

 [[2 0 2]
  [2 0 2]
  [2 0 2]
  ...
  [2 0 2]
  [2 0 2]
  [3 0 2]]

 [[2 0 2]
  [3 0 2]
  [2 0 2]
  ...
  [3 0 2]
  [3 1 3]
  [2 0 2]]

 [[2 0 2]
  [3 0 2]
  [3 0 2]
  ...
  [3 0 2]
  [3 1 3]
  [3 0 2]]]",Severe
87,1507,0.04637071,7a6495a39d87.png,"[[[ 4  3  9]
  [ 4  4  9]
  [ 4  5  9]
  ...
  [ 4  4  9]
  [ 3  4  8]
  [ 4  4  8]]

 [[ 4  4  9]
  [ 4  5  9]
  [ 4  6 10]
  ...
  [ 4  5  9]
  [ 4  4  9]
  [ 4  4 10]]

 [[ 4  3 10]
  [ 4  5 10]
  [ 6  6 10]
  ...
  [ 4  4 10]
  [ 4  4  9]
  [ 4  4  9]]

 ...

 [[ 4  5 10]
  [ 5  6 10]
  [ 6  6  9]
  ...
  [ 4  4  9]
  [ 5  5  9]
  [ 5  3  9]]

 [[ 4  4  9]
  [ 4  4  9]
  [ 5  5 10]
  ...
  [ 5  4  9]
  [ 4  5  8]
  [ 4  4 10]]

 [[ 5  4 10]
  [ 6  6  9]
  [ 5  5 10]
  ...
  [ 5  5  8]
  [ 4  4  9]
  [ 4  3 10]]]",Normal
88,933,0.04628222,f252046c0fe6.png,"[[[2 1 0]
  [2 1 0]
  [3 2 0]
  ...
  [3 2 0]
  [3 2 0]
  [2 1 0]]

 [[2 1 0]
  [2 1 0]
  [3 2 0]
  ...
  [3 2 0]
  [3 2 0]
  [2 1 0]]

 [[2 1 0]
  [2 1 0]
  [2 1 0]
  ...
  [2 1 0]
  [2 1 0]
  [2 1 0]]

 ...

 [[1 1 1]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Normal
89,3251,0.04622686,8c0d05233238.png,"[[[4 4 6]
  [4 4 7]
  [4 4 7]
  ...
  [4 4 7]
  [4 4 7]
  [4 4 6]]

 [[4 4 6]
  [4 4 6]
  [4 4 6]
  ...
  [4 4 6]
  [4 4 7]
  [4 4 6]]

 [[4 4 6]
  [4 5 6]
  [4 4 7]
  ...
  [4 4 7]
  [4 5 6]
  [4 4 6]]

 ...

 [[4 4 7]
  [5 4 7]
  [4 4 7]
  ...
  [4 4 7]
  [5 4 7]
  [4 4 7]]

 [[4 4 6]
  [4 4 7]
  [5 5 7]
  ...
  [4 5 8]
  [4 4 7]
  [4 4 7]]

 [[4 4 7]
  [4 4 7]
  [4 5 7]
  ...
  [4 5 7]
  [4 4 6]
  [5 4 6]]]",Severe
90,3030,0.045905605,06024377d573.png,"[[[1 0 0]
  [2 0 1]
  [3 1 2]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[2 0 1]
  [1 0 0]
  [1 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[2 0 1]
  [1 0 0]
  [1 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 1 0]
  [0 0 1]
  [2 0 2]
  ...
  [0 0 0]
  [0 0 0]
  [0 1 0]]

 [[3 0 0]
  [0 1 0]
  [0 1 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[7 0 0]
  [1 2 0]
  [0 4 0]
  ...
  [0 0 1]
  [0 0 0]
  [0 0 0]]]",Mild
91,785,0.045826364,fe3b0e50be78.png,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Normal
92,2299,0.045599025,3dfc50108072.png,"[[[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [3 1 2]
  [3 1 2]
  [3 1 2]]

 [[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [3 1 2]
  [3 1 2]
  [3 1 2]]

 [[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [3 1 2]
  [3 1 2]
  [3 1 2]]

 ...

 [[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [3 1 2]
  [3 1 2]
  [3 1 2]]

 [[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [3 1 2]
  [3 1 2]
  [3 1 2]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [2 2 2]
  [3 1 2]
  [3 1 2]]]",Mild
93,21,0.04548034,7aabd768abff.png,"[[[6 6 7]
  [6 6 7]
  [6 6 7]
  ...
  [6 6 8]
  [6 6 7]
  [5 5 7]]

 [[6 6 6]
  [6 6 7]
  [5 6 7]
  ...
  [6 6 7]
  [6 6 7]
  [5 6 7]]

 [[6 6 7]
  [6 6 8]
  [6 6 7]
  ...
  [6 6 7]
  [6 6 7]
  [6 5 7]]

 ...

 [[4 4 7]
  [5 5 7]
  [5 5 7]
  ...
  [6 6 7]
  [5 4 7]
  [5 4 7]]

 [[5 4 6]
  [5 5 7]
  [5 5 7]
  ...
  [5 5 7]
  [5 5 7]
  [5 5 6]]

 [[5 5 6]
  [5 5 7]
  [5 5 7]
  ...
  [5 5 7]
  [6 5 7]
  [5 5 6]]]",Normal
94,1933,0.04530677,5671eb95512b.png,"[[[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [3 1 2]
  [3 1 2]
  [3 1 2]]

 [[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [3 1 2]
  [3 1 2]
  [3 1 2]]

 [[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [3 1 2]
  [3 1 2]
  [3 1 2]]

 ...

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [1 1 1]
  [2 2 2]
  [2 2 2]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [1 1 1]
  [2 2 2]
  [2 2 2]]

 [[2 2 2]
  [1 1 1]
  [3 1 2]
  ...
  [2 2 2]
  [2 2 2]
  [2 2 2]]]",Mild
95,3517,0.045087073,f6f433f3306f.png,"[[[4 4 7]
  [4 4 6]
  [4 4 6]
  ...
  [5 5 7]
  [5 5 7]
  [5 5 6]]

 [[4 4 6]
  [4 4 6]
  [5 4 6]
  ...
  [5 5 6]
  [5 5 6]
  [5 4 6]]

 [[4 4 6]
  [4 4 6]
  [5 4 6]
  ...
  [5 5 6]
  [5 5 7]
  [5 5 7]]

 ...

 [[5 4 7]
  [5 4 6]
  [4 4 7]
  ...
  [5 6 6]
  [5 5 7]
  [5 5 6]]

 [[4 4 6]
  [5 4 6]
  [4 5 6]
  ...
  [5 5 7]
  [4 5 6]
  [5 5 6]]

 [[5 4 6]
  [4 4 6]
  [4 4 6]
  ...
  [5 5 7]
  [4 5 6]
  [5 5 7]]]",Severe
96,515,0.04502519,c5a6f432a1ec.png,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Normal
97,3490,0.0448399,3b232b394e4f.png,"[[[6 6 7]
  [6 6 6]
  [6 6 7]
  ...
  [7 6 8]
  [6 6 7]
  [6 6 7]]

 [[6 6 7]
  [6 6 7]
  [6 6 7]
  ...
  [7 6 7]
  [6 5 6]
  [6 6 7]]

 [[6 6 7]
  [6 6 7]
  [6 6 7]
  ...
  [6 6 7]
  [6 6 7]
  [6 6 7]]

 ...

 [[6 6 7]
  [6 6 7]
  [6 6 7]
  ...
  [7 6 8]
  [7 5 8]
  [7 5 7]]

 [[6 6 7]
  [6 6 7]
  [6 5 7]
  ...
  [6 6 7]
  [7 6 8]
  [6 6 7]]

 [[6 6 7]
  [6 6 6]
  [6 6 7]
  ...
  [6 6 7]
  [7 5 7]
  [7 6 7]]]",Severe
98,2033,0.044757064,14ee87d6cc42.png,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[1 0 3]
  [2 0 0]
  [0 2 0]
  ...
  [0 1 0]
  [0 0 0]
  [0 0 0]]

 [[1 0 3]
  [0 1 0]
  [0 1 0]
  ...
  [0 1 0]
  [0 0 0]
  [0 0 0]]

 [[2 0 3]
  [0 2 0]
  [0 0 0]
  ...
  [0 0 1]
  [0 0 0]
  [1 0 0]]]",Mild
99,3225,0.04453387,5dd2e26fc244.png,"[[[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [1 1 1]]]",Severe
100,3564,0.044372126,bf8092e4001d.png,"[[[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [3 1 2]
  [2 1 2]
  [2 2 2]]

 [[2 2 2]
  [2 2 2]
  [2 1 2]
  ...
  [2 2 2]
  [3 1 2]
  [2 1 2]]

 [[2 2 2]
  [2 2 2]
  [3 1 2]
  ...
  [2 2 2]
  [4 1 2]
  [3 2 2]]

 ...

 [[4 2 3]
  [4 2 3]
  [3 2 2]
  ...
  [3 2 2]
  [3 1 2]
  [4 2 3]]

 [[4 2 3]
  [3 2 3]
  [3 2 2]
  ...
  [5 2 3]
  [3 2 2]
  [3 2 2]]

 [[3 2 3]
  [3 2 3]
  [3 2 2]
  ...
  [4 2 3]
  [4 2 3]
  [4 2 3]]]",Severe
101,63,0.04428597,01f7bb8be950.png,"[[[6 5 7]
  [6 5 7]
  [6 6 7]
  ...
  [5 5 6]
  [6 5 6]
  [5 5 6]]

 [[5 5 6]
  [6 6 6]
  [6 5 7]
  ...
  [5 5 7]
  [5 5 7]
  [5 4 6]]

 [[6 6 7]
  [6 6 7]
  [6 6 7]
  ...
  [6 5 7]
  [5 5 6]
  [5 5 7]]

 ...

 [[5 5 7]
  [5 5 7]
  [5 5 7]
  ...
  [4 5 7]
  [5 5 8]
  [5 5 7]]

 [[5 5 6]
  [5 5 7]
  [5 5 7]
  ...
  [5 5 7]
  [5 5 7]
  [5 5 6]]

 [[5 5 6]
  [5 5 7]
  [6 6 7]
  ...
  [5 5 7]
  [5 5 7]
  [5 4 7]]]",Normal
102,1727,0.044169333,8bf05909e1e1.png,"[[[1 1 0]
  [1 1 0]
  [3 1 0]
  ...
  [2 1 0]
  [2 1 0]
  [3 2 0]]

 [[1 1 0]
  [1 1 0]
  [3 1 0]
  ...
  [2 1 0]
  [2 1 0]
  [1 0 0]]

 [[1 1 0]
  [1 1 0]
  [4 1 0]
  ...
  [2 1 0]
  [2 1 0]
  [2 1 0]]

 ...

 [[1 1 1]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [1 1 1]
  ...
  [0 0 0]
  [0 0 0]
  [1 1 1]]]",Normal
103,3571,0.0440859,352e4a939242.png,"[[[70 38 19]
  [70 38 18]
  [70 38 18]
  ...
  [70 39 18]
  [70 39 18]
  [71 36 18]]

 [[ 0  0  6]
  [ 0  0  6]
  [ 0  0  5]
  ...
  [ 0  0  6]
  [ 0  1  6]
  [ 0  0  6]]

 [[ 0  1  6]
  [ 0  1  6]
  [ 0  1  6]
  ...
  [ 0  2  7]
  [ 0  2  7]
  [ 0  2  7]]

 ...

 [[ 5  4  7]
  [ 5  5  6]
  [ 5  5  7]
  ...
  [ 5  5  7]
  [ 6  5  7]
  [ 5  5  7]]

 [[ 5  4  7]
  [ 5  5  7]
  [ 5  5  7]
  ...
  [ 5  5  7]
  [ 5  4  6]
  [ 5  4  7]]

 [[ 4  5  7]
  [ 5  5  6]
  [ 5  5  7]
  ...
  [ 5  5  6]
  [ 5  5  6]
  [ 5  5  6]]]",Severe
104,3529,0.043895815,b70cb31b9abb.png,"[[[3 1 2]
  [2 1 2]
  [1 1 1]
  ...
  [1 1 1]
  [2 2 2]
  [1 1 1]]

 [[3 1 2]
  [2 1 1]
  [2 2 2]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [2 0 1]
  [2 1 2]
  [0 0 0]]

 ...

 [[2 2 2]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [2 2 2]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[2 0 1]
  [3 1 2]
  [2 0 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]]",Severe
